Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
4994.17,4,12.0,2,2,0,77,13,1,0
4900.01,4,0.0,2,0,4,25,7,3,0
385.09,1,6.0,0,4,0,67,11,3,0
1943.500359560344,2,15.656027894301069,2,1,2,47,7,2,1
2841.8769285200237,2,21.03548469710177,0,1,1,19,5,0,1
2207.53,2,21.0,0,1,0,51,13,1,0
153.44060091850915,3,12.159637652324076,1,3,1,77,9,1,1
3202.3767884342565,3,4.474374701197276,3,4,1,42,11,3,1
4298.7374980484565,0,6.050261606147321,3,4,1,65,12,3,1
3546.95,2,5.0,0,2,0,16,11,0,0
4275.12,2,7.0,1,3,0,102,11,0,0
3970.144489101957,0,11.832298279945519,2,1,1,96,8,4,1
2589.9595470750696,0,12.162917398946394,1,6,1,84,7,1,1
4215.96,4,20.0,2,2,2,30,7,0,0
2062.94,4,21.0,1,2,0,64,6,1,0
812.1438307456923,2,20.494430294386007,0,5,1,82,10,2,1
1426.5822106077017,2,5.296238085212362,0,3,1,83,9,3,1
4101.027066274366,2,16.96460882619213,2,0,0,109,8,0,1
1955.93,0,18.0,3,4,4,79,1,3,0
3284.57715804341,0,18.0,0,6,2,92,6,0,1
4600.04,1,23.0,4,1,2,67,6,1,0
1694.08,2,8.0,2,6,3,38,5,3,0
3229.28,3,4.0,2,6,4,63,10,1,0
3433.71,2,6.0,4,0,3,50,4,3,0
243.39212236600187,2,7.499426248052622,0,1,2,54,3,4,1
1992.2360279669867,1,16.67696093027615,1,2,2,50,9,3,1
1795.07,4,5.0,1,0,0,116,5,3,0
2161.4483170654485,2,11.0,0,3,2,20,10,3,1
2234.04,4,10.0,2,0,0,81,13,0,0
1798.25,2,2.0,0,7,4,83,13,3,0
2280.81,1,2.0,0,1,3,19,10,4,0
1110.8501420162054,2,14.459057438455869,1,5,4,13,8,1,1
1346.1,1,7.0,2,4,0,58,5,3,0
2773.63,2,14.0,3,0,4,111,10,4,0
1153.68,1,4.0,1,0,1,97,13,1,0
1646.37,2,5.0,0,5,0,32,8,5,0
581.3686447456581,1,17.890321893649794,1,3,0,4,9,1,1
3059.19,4,2.0,1,1,2,26,13,1,0
3327.09,2,0.0,2,8,4,55,13,4,0
1071.684699236834,3,9.683279044980134,1,5,2,45,4,4,1
3247.6253077030947,3,22.255861446738717,0,2,0,16,3,3,1
724.0160238864412,2,11.598626097874162,0,4,2,3,7,0,1
3476.03,4,12.0,1,7,2,62,3,4,0
474.61,2,14.0,2,7,3,103,12,3,0
4418.81403162303,1,7.013797968113744,0,2,2,79,5,2,1
4924.7098469893635,1,11.698763955646763,1,3,1,68,3,0,1
2689.276899096446,2,15.933566317302823,0,0,0,72,4,2,1
611.35,4,17.0,1,3,2,54,9,1,0
393.9330880351975,2,17.802233325752603,1,2,0,9,7,4,1
2205.366380834271,0,16.515318845266815,1,1,2,37,9,2,1
923.4971243493395,3,14.010566931393512,1,2,1,80,2,3,1
2203.18,0,20.0,2,6,0,62,10,1,0
2339.72,0,7.0,0,2,3,22,13,1,0
2619.59,0,21.0,0,0,1,51,1,5,0
3295.9126831764656,2,20.944979223640313,0,5,1,110,3,0,1
1418.88,2,8.0,1,2,4,84,13,3,0
49997.8,1,16.709347381052787,0,4,3,43,9,0,1
3639.622122401984,3,8.015079807842934,0,4,2,50,12,3,1
4849.628472463867,1,17.25091770337849,1,6,2,43,3,2,1
4397.27,0,11.0,1,7,4,5,9,1,0
4335.39,4,21.0,1,0,1,69,11,2,0
138.6603601715757,3,9.50010805147271,1,5,3,36,8,2,1
2974.3841569069505,2,12.854497641355842,1,2,2,7,3,2,1
49997.8,3,22.0,0,7,2,44,13,1,0
401.96,3,14.0,2,6,0,63,13,4,0
4803.42,4,4.0,1,5,4,8,5,3,0
49997.8,2,13.0,1,0,3,60,6,4,0
846.98,1,21.0,1,4,0,65,2,4,0
8.15,1,20.0,1,3,3,70,11,0,0
3881.906252265014,3,5.671338241000417,1,4,2,22,3,0,1
1713.0732910310708,2,9.065192310911502,0,5,3,78,3,3,1
1792.17,3,2.0,4,2,3,53,9,0,0
3249.29,2,2.0,0,3,2,43,4,4,0
1588.0090775768842,3,19.027623401623412,0,5,1,100,5,0,1
1743.3907650707242,2,14.05382706109737,1,6,1,50,3,3,1
2745.8645335358988,3,16.03059337731349,0,4,1,102,11,2,1
2133.0030928063575,2,17.495632380971642,0,1,2,55,4,2,1
2271.7,0,19.0,1,8,2,119,5,4,0
2618.8008529402236,2,6.198294119552994,1,7,1,42,7,2,1
2671.93,2,18.0,0,6,4,85,2,0,0
1563.61,4,17.0,0,4,1,11,5,2,0
3291.5634048138204,0,14.0,0,2,3,68,4,3,1
3790.1949402518258,0,9.686755321309754,1,2,3,85,7,3,1
1171.21,3,15.0,1,2,1,74,10,0,0
2203.31,3,16.0,0,1,3,118,14,4,0
3091.0837001856744,2,15.534198573924352,0,5,1,54,3,4,1
1116.1,2,9.0,1,7,4,116,2,3,0
4176.26,1,6.0,0,6,1,25,2,0,0
4947.009954788723,0,7.961682335337032,1,3,2,66,7,1,1
1221.59,4,7.0,2,7,1,30,3,0,1
4772.33,3,2.0,0,4,3,111,8,0,0
1582.62,0,12.0,0,6,0,11,13,0,0
1032.21,3,15.0,0,0,4,66,4,0,0
1237.49,1,6.0,0,1,3,60,10,0,0
178.53,2,3.0,0,3,2,37,2,0,0
4454.57,0,18.0,2,0,3,20,8,3,0
1850.54,4,15.0,4,8,0,60,7,0,0
325.47,2,11.0,4,3,2,15,1,0,0
4792.560130073445,1,12.486700635542693,1,1,4,66,6,1,1
1902.7208263307843,2,16.50638709167444,2,4,0,52,1,3,1
2234.54,3,17.0,2,2,0,46,11,3,0
2803.407277567164,3,10.806902312322297,2,3,2,105,5,3,1
3395.4362261194906,1,3.698948847617647,0,2,0,17,7,2,1
2737.99,0,4.0,1,5,4,78,13,3,0
2252.39,4,5.0,2,4,1,93,8,3,0
3487.347946421111,2,7.557942893161844,0,3,0,93,1,4,1
49997.8,2,16.740636575991502,2,2,3,5,10,1,1
2503.9588689517036,0,23.0,0,4,2,53,5,0,1
505.46,1,3.0,1,3,1,46,13,3,0
2391.0440158292395,0,21.16099431089811,2,7,1,99,2,3,1
1382.0834821396172,1,6.574987057693681,0,5,0,104,10,1,1
3015.49,3,20.0,0,4,0,77,2,3,0
2203.9,4,9.0,0,0,3,81,5,4,0
4022.8982661716404,2,5.349398091895338,3,0,3,99,13,3,1
4308.341763744898,0,9.614882256101515,4,5,2,79,13,3,1
4315.248778064104,0,14.055697766036301,3,4,3,92,12,3,1
3681.71,1,17.0,0,7,4,40,7,1,0
2648.36,0,8.0,1,2,3,102,12,3,0
1786.63,4,8.0,4,5,3,10,13,1,0
216.38313587391232,0,17.410366531176383,1,2,2,61,2,1,1
1473.0,2,1.0,0,7,2,72,7,0,0
606.5277833960737,2,16.974996982673265,3,7,3,42,7,1,1
2040.71,0,21.0,1,7,2,86,13,0,0
970.72386185652,4,22.905475593503635,0,2,0,112,9,1,1
1253.87,4,16.0,1,5,1,5,10,4,0
4160.088589573941,0,9.735375061554329,0,7,2,55,3,0,1
170.13429083515473,1,17.37010474637811,1,4,2,76,10,0,1
1917.33,1,20.0,0,7,2,95,7,1,0
3212.9547499728,3,18.64789514564238,0,1,1,86,9,1,1
3096.9631263971564,3,8.19407159391476,0,3,3,55,11,2,1
1548.13,1,21.0,0,2,2,118,8,1,0
4588.476928636374,2,15.26643518196353,2,0,1,21,1,0,1
4153.72,4,14.0,2,5,1,89,9,4,0
3226.08,3,7.0,2,4,2,114,3,4,0
3635.01,4,18.0,0,5,3,7,11,5,0
876.2290580025815,2,17.34769145461246,1,2,2,100,8,2,1
869.0452693548356,1,20.2173461712937,1,4,3,101,10,3,1
1300.33,2,2.0,2,4,0,60,11,4,0
4070.9760640566597,2,11.547031280738924,1,5,2,109,7,4,1
49997.8,1,2.3057096989211185,2,3,1,43,1,4,1
3222.03,2,18.0,1,8,3,18,11,0,0
2826.04,3,10.0,1,8,4,4,5,0,0
2248.567443695536,2,14.327107642481543,1,6,0,91,6,2,1
4912.012127792196,4,18.538358738398017,2,1,2,38,10,2,1
49.96,4,17.0,2,4,3,30,10,1,0
2090.62,0,11.0,2,3,3,43,2,5,0
291.852221527829,0,10.334158420906142,0,1,2,55,8,0,1
372.828084986248,1,17.174527391338398,0,1,1,23,3,4,1
4157.27,2,1.0,1,7,3,17,1,4,0
2097.5665723481966,2,18.001502251016323,0,5,0,24,3,2,1
4047.4,4,2.0,0,6,0,100,11,4,0
3388.2395056613445,0,9.437161921058959,0,3,2,48,8,1,1
4421.27,4,1.0,0,2,3,54,9,0,0
3309.825482497535,1,10.735074394446206,2,4,1,30,10,0,1
548.02,1,18.0,1,1,0,75,1,1,0
2457.92,2,16.0,2,4,0,118,6,4,0
1575.7182686090398,2,11.035913924425916,1,1,3,77,11,1,1
3234.49,1,0.0,1,6,1,87,1,4,0
3399.24,0,21.0,0,3,0,13,11,3,0
49997.8,3,6.090685450929684,1,2,1,98,11,0,1
2143.0961185453366,2,3.3057735461514604,1,2,3,16,8,3,1
141.57243223299528,2,4.43878198645272,0,2,0,98,5,1,1
3318.19,2,2.0,1,1,4,76,1,3,0
49997.8,3,16.531937618437038,1,0,1,3,1,0,1
3668.8252338382335,2,8.209535353943217,1,6,0,112,5,0,1
313.63,1,18.0,4,5,1,117,3,1,0
203.57,1,7.0,0,2,3,24,12,1,0
2631.86,1,22.0,1,1,4,81,7,1,0
149.87,3,10.0,1,4,1,78,12,2,1
3585.9847045157585,1,21.122972191483353,1,0,3,97,2,3,1
3713.98,4,1.0,1,7,1,41,6,4,0
1984.44,4,22.0,0,2,4,71,5,3,0
3757.365707865397,1,4.974157298702957,2,1,0,95,12,3,1
2951.8764242740535,2,13.812278840753514,1,2,3,41,9,2,1
3649.9862284516075,3,15.158574863980213,0,3,1,38,10,1,1
4185.841076868654,3,7.997789930436042,1,4,3,36,1,3,1
3240.6511704979375,2,2.435523982983703,1,4,4,12,6,4,1
95.36,3,9.0,2,1,0,110,13,1,0
99.81,0,22.0,1,7,4,108,5,1,0
2564.55,3,7.0,2,0,1,62,4,3,0
2986.8456991611547,0,4.222554954849859,2,1,0,91,4,1,1
487.8,0,22.0,0,7,2,57,11,3,0
1870.4,3,18.0,0,7,2,15,6,0,0
1109.7861334682887,3,16.816981644768788,1,4,3,17,12,3,1
4380.13,4,17.0,1,0,1,30,12,4,0
919.5357179283752,3,18.98834601496752,1,4,2,72,4,3,1
3906.2221052268883,1,18.20999198197027,0,3,0,60,12,5,1
3881.14,1,11.0,0,4,1,111,1,4,0
1352.02,4,3.0,2,6,4,52,9,4,0
2860.21,2,12.0,3,2,4,38,3,0,0
3372.16,3,13.0,0,5,3,42,10,1,1
74.48638584945539,1,2.931043758092743,1,0,3,48,7,1,1
4533.53,4,12.0,1,3,2,113,13,0,0
595.07,4,13.0,2,1,3,43,6,3,0
3171.06,2,7.0,2,1,2,4,14,0,0
2015.37,3,21.0,2,3,1,9,8,3,0
4090.667203678677,2,15.0,1,3,3,57,7,0,1
3189.19,2,15.0,2,3,0,17,6,4,0
1990.23,3,3.0,1,8,2,67,5,3,0
660.51,3,6.0,1,7,3,56,8,0,0
3575.83,1,16.0,0,6,4,74,10,2,0
4378.9,2,13.0,0,1,4,20,13,3,0
1375.5363618116296,3,18.67696114059941,0,5,2,15,5,2,1
4933.83,2,11.0,2,3,2,18,2,1,0
3628.29,4,9.0,1,4,2,80,8,4,0
611.94,0,9.0,3,4,2,47,4,0,0
2595.944484930643,2,6.176040918098355,0,3,3,99,10,0,1
4181.4,4,10.0,1,5,4,20,14,3,0
3650.3114977546147,3,11.260813315562537,0,4,1,100,7,3,1
4606.138215638755,3,12.113456638972943,0,2,2,92,10,1,1
1895.6153832367409,0,9.466927800858706,1,4,0,14,6,0,1
3520.8406900923223,1,4.469363407465958,0,6,3,83,4,1,1
3768.79,3,5.0,2,6,3,63,14,4,0
685.430950787371,1,7.030935641962934,1,1,2,46,9,4,1
3005.11,4,1.0,0,1,4,81,8,4,0
1484.26,3,20.0,1,2,0,46,13,0,0
2808.65,4,16.0,0,4,3,5,12,0,0
1609.9072270881222,3,16.188090535546053,0,1,0,84,6,3,1
651.42,0,20.0,0,7,3,77,10,4,0
1741.8805839415356,2,5.130199322481088,1,4,3,77,3,3,1
4638.64739586693,0,8.0,0,1,2,27,9,2,1
400.81,0,8.0,2,4,0,105,8,3,0
3551.62,4,21.0,2,7,0,35,11,4,0
4656.92,4,1.0,0,2,4,5,6,1,0
4371.041314913834,1,19.348707131295853,2,0,3,4,6,0,1
3154.5,0,2.0,0,7,1,12,10,0,0
4150.08,0,13.0,2,6,3,77,14,3,0
2614.525149186482,3,15.184722046467728,0,6,0,35,6,4,1
508.65,4,0.0,1,6,1,90,3,0,0
3313.88,4,20.0,1,6,3,81,2,0,0
3796.75,1,5.0,2,0,1,14,1,4,0
969.6114531170083,0,10.175673126102865,2,4,1,48,11,3,1
1743.6483065888383,2,14.492307183796536,3,5,1,35,11,0,1
4966.562917944497,0,19.516731464263145,1,4,2,22,8,0,1
2473.138414756938,2,12.49116769333494,0,4,1,111,1,3,1
2514.0886675535953,3,7.0988121733561,1,7,3,51,11,2,1
3891.2,3,2.0,1,3,3,77,8,3,0
3161.035054164767,0,16.286622380810492,1,3,1,31,6,3,1
2892.8,2,10.0,1,1,1,24,11,4,0
3659.186798095517,2,3.480856887676877,1,1,2,65,11,4,1
2534.35,3,3.0,1,2,1,51,5,4,0
3687.11,3,13.0,2,5,2,102,3,0,0
1592.588898496895,1,21.36963900819726,1,3,2,97,1,0,1
2706.588064455993,1,19.542166338765337,1,0,1,104,8,3,1
2242.249948183076,1,17.380996876359475,0,6,4,58,8,1,1
4160.314402495813,2,17.396190759162412,0,7,1,95,7,0,1
776.18,3,18.0,4,1,0,84,12,3,0
4680.560628805433,3,17.722634165505518,1,1,1,54,7,1,1
1676.03,1,19.0,2,4,2,107,7,3,0
1073.26352543705,3,20.152614329810046,2,3,2,96,10,4,1
146.13628007469921,2,19.0,0,5,3,72,10,1,1
3278.13,0,22.0,4,5,0,5,14,4,0
214.07465338246084,2,3.6353605397756192,0,5,2,9,3,1,1
1195.9349617432504,2,18.37595641874218,1,3,1,105,10,2,1
3100.03,2,20.0,1,2,2,103,13,3,0
823.4708428040784,1,20.0,2,2,0,69,4,1,1
4418.4251265895255,1,7.675361816117606,0,2,2,79,5,2,1
2263.86,0,11.0,2,3,3,50,5,5,0
3003.44,1,9.0,0,8,1,62,6,3,0
4874.400667593425,0,15.029900566673506,1,5,1,45,5,0,1
871.28,2,11.0,1,1,3,41,14,3,0
3240.6569332331765,1,15.44283612343199,2,2,3,6,6,4,1
4725.515873857538,3,1.499037328980446,0,2,3,78,12,3,1
3072.99,1,4.0,2,5,3,62,13,3,1
4734.779859356334,2,14.71795345159194,0,6,2,4,5,1,1
814.5166784463643,0,12.451562891799478,0,1,0,27,4,3,1
2618.67805443923,3,16.35362050762533,1,6,2,102,7,0,1
2825.9363316287845,2,3.938404799324177,2,1,2,99,1,4,1
2874.03,2,10.0,0,5,0,101,2,4,0
4917.3665551982795,2,19.287646209042922,0,0,1,117,11,3,1
4172.96,1,15.0,1,7,4,27,11,3,0
1985.66,1,8.0,0,0,2,76,14,1,0
4993.9,3,1.0,2,7,1,68,1,3,0
4438.296827709114,3,12.970793725982135,0,3,1,61,8,1,1
1916.94,1,23.0,0,7,2,11,1,1,0
969.6402893556061,0,9.971064439390599,2,5,1,49,11,3,1
285.55,2,3.0,1,8,3,24,4,0,0
510.61733663185953,1,12.57676597714418,2,4,0,42,10,0,1
4438.200528108567,0,12.835880151151764,0,2,3,13,3,3,1
4265.3,1,0.0,2,7,4,15,4,4,0
2337.42,1,2.0,2,4,0,52,13,2,0
2389.756651689738,4,12.288779382895873,1,3,1,10,11,2,1
379.41959882833396,2,18.808180430752163,2,3,1,79,5,4,1
1861.7,3,13.0,1,6,4,74,14,4,0
445.59,3,8.0,2,3,2,94,3,0,0
1471.7595605640795,0,19.67531798369913,1,2,1,11,7,2,1
431.5446444812035,1,6.893501238708804,0,2,1,54,8,1,1
1332.81,4,22.0,2,4,0,24,11,4,0
2524.32,1,3.0,2,6,0,32,8,3,0
3066.67,2,5.0,0,1,0,25,2,1,0
4317.01,0,12.0,2,3,1,29,14,0,0
4900.605947199174,3,10.199952216447517,0,6,0,90,7,3,1
2293.92,4,2.0,0,1,1,68,4,4,0
3199.17,4,12.0,1,4,3,15,8,3,0
3450.8096721860816,4,7.855426596508257,3,5,3,29,5,1,1
381.16,4,2.0,1,4,3,38,9,0,0
4495.8647591698345,3,17.155503293879065,0,3,1,113,5,1,1
3910.63,2,2.0,1,7,4,57,11,1,0
3312.6843952497275,1,9.00724827561941,1,3,0,45,8,0,1
2711.59169378198,0,22.21595082723903,0,7,0,47,7,3,1
3548.976827172734,1,5.281966097837839,2,5,1,14,10,2,1
310.709525847007,0,16.194621406536946,0,6,3,38,2,3,1
2505.5406316204776,3,2.9784231329397177,3,6,1,55,13,1,1
410.77,1,5.0,0,4,3,1,1,0,0
3209.78,4,19.0,2,2,1,110,1,0,0
2046.5461191570466,1,14.434175032140832,2,4,0,48,4,0,1
2590.34,2,22.0,4,1,4,77,9,3,0
138.90009164972113,3,19.391503586350318,2,4,3,38,2,1,1
4234.16,0,5.0,2,3,4,44,1,1,0
624.58,3,2.0,0,2,1,102,1,4,0
1432.149274273827,2,3.2547240867222786,1,7,1,96,4,0,1
906.84,0,18.0,0,2,1,13,11,1,0
641.72,2,4.0,4,7,1,83,4,1,0
492.75968886256067,4,9.849272041999729,1,1,2,48,9,0,1
1084.83,2,5.0,2,4,2,67,1,3,0
3700.51,2,20.0,2,3,4,46,14,4,0
4646.361590229285,1,1.0,0,1,2,30,2,2,1
388.51,4,7.0,1,7,2,81,10,0,0
2976.488254470516,0,2.277181911855131,0,7,0,15,2,0,1
3669.08,3,13.0,2,7,2,27,6,4,0
1306.5303007560974,1,4.250573976108154,0,6,1,107,3,1,1
1966.85,0,19.0,2,7,3,5,13,1,0
3652.723518230045,2,15.037462486401783,0,0,0,87,4,3,1
1017.1071773429486,3,19.819516440120335,0,6,1,27,4,0,1
2323.9385868796835,2,15.416543069048895,1,4,2,65,4,2,1
2819.2576743273917,2,8.337180907014218,0,7,3,44,4,4,1
1984.92,2,18.0,0,0,4,108,3,0,0
3371.854807306434,2,10.224401351102458,2,0,3,17,6,0,1
2676.59,4,19.0,0,3,1,72,9,0,0
3163.4091620823565,1,16.021271999176097,2,3,2,36,6,2,1
3381.71,1,8.0,0,0,3,50,12,3,1
4047.726891961424,3,3.7726130692390525,0,4,1,112,13,0,1
1660.2,4,15.0,2,5,0,54,1,5,0
142.92526414642168,3,15.199885414492925,0,1,1,72,6,1,1
3437.1528362487834,2,3.3283624878347937,2,5,0,63,4,3,1
3504.37,4,1.0,0,1,1,106,8,3,0
2457.9344354172867,0,11.11619738690054,1,4,1,107,6,2,1
443.2177336495404,1,10.948745848551926,1,7,4,95,7,2,1
3560.32,3,4.0,1,4,3,16,1,0,0
2877.0688621732347,0,7.690879700820373,1,5,3,42,5,3,1
4495.01,0,2.0,1,2,1,4,13,4,0
3479.617981315841,1,11.502244333311523,3,1,3,60,5,0,1
49997.8,2,16.0,2,1,1,25,14,1,0
1526.6623435354884,1,14.733465675078188,1,3,0,36,5,1,1
3929.1,4,3.0,4,6,0,107,4,0,0
3341.1605112563348,1,19.914521191252227,1,4,2,76,12,0,1
4696.565335955934,1,18.069771078070946,0,4,3,14,7,1,1
4342.819781868169,3,1.2793591297760676,1,4,1,16,8,2,1
2792.5569480769277,1,11.75275093543512,1,3,2,52,6,2,1
3837.2713900620934,0,21.18844551321141,0,3,2,67,6,0,1
3284.42,2,4.0,2,1,0,37,3,0,0
2951.19,2,15.0,0,7,3,68,11,0,0
497.75,1,0.0,0,2,2,74,9,1,0
3009.84,0,22.0,0,2,2,1,12,4,0
3893.35,4,14.0,4,5,2,106,5,5,0
2900.64,2,8.0,0,0,3,49,9,5,0
4102.747042143094,1,7.71010226121945,0,3,0,1,9,2,1
4631.51,4,11.0,0,0,4,53,8,5,0
733.8605470486724,2,8.73606991150417,0,0,2,93,4,4,1
769.544366608217,3,10.944595144547943,1,0,2,75,11,1,1
3764.0,3,14.0,0,1,2,57,5,5,0
4229.169252037752,2,2.6536488657034933,1,5,1,48,5,1,1
200.29,3,20.0,1,4,2,75,12,4,0
84.1735119692065,2,8.895081773611548,1,2,3,30,6,3,1
3179.95,3,2.0,1,6,4,25,1,0,0
1980.69,0,2.0,1,7,0,51,11,0,0
973.9,1,9.0,0,6,0,17,7,4,0
940.2567184574646,2,19.352763037809524,1,3,3,51,12,1,1
4114.59,3,19.0,0,6,1,62,6,3,0
3667.11,4,23.0,2,6,3,34,6,4,0
1185.34,3,3.0,1,1,3,56,4,0,0
613.63,0,8.0,0,6,1,9,3,0,0
4600.106129878279,2,7.595068401165902,0,2,2,95,5,2,1
4721.274536039135,1,15.30919723618442,1,1,1,30,4,1,1
2659.1,1,13.0,1,2,4,11,3,4,0
2137.5,0,8.0,1,7,4,21,10,4,0
4353.753727798059,1,19.18021198413813,0,4,1,67,8,0,1
2449.5097555120205,0,12.175136087723917,1,4,1,107,2,0,1
2194.0836836906624,0,21.080186586317126,0,3,3,30,7,4,1
2234.3666916540255,2,9.586937572781554,0,6,1,100,6,2,1
3888.478730411905,2,16.99364118945357,2,1,0,4,10,2,1
4229.190132837629,0,19.459612497309365,0,4,3,74,7,3,1
3006.74,2,10.0,2,0,2,4,2,3,0
524.8331355946248,2,22.134699246666017,2,5,2,59,12,0,1
4484.16,0,9.0,1,3,3,59,11,2,0
4782.61,4,13.0,0,7,1,20,9,3,0
4593.06,2,21.0,0,3,1,117,5,3,0
2962.323595459622,0,21.659879605292232,1,4,3,77,7,0,1
4043.3014356677027,2,6.921463274328062,0,5,1,118,13,1,1
1842.77,3,21.0,0,4,2,115,1,4,0
2278.45,4,21.0,1,0,1,78,14,4,0
4901.470472469118,0,12.776524062057684,0,5,0,31,7,1,1
2701.55,0,4.0,0,5,2,39,3,1,0
1369.783641998594,2,14.397892442662336,0,5,3,18,6,2,1
1110.4403650867237,2,13.784130731074375,1,5,4,12,7,1,1
49997.8,2,10.523964213529876,1,4,2,67,6,1,1
4746.066395767402,2,1.340086903661446,2,0,3,79,10,1,1
49997.8,0,10.0,1,5,1,48,10,0,0
141.09504574820704,3,10.230513724462114,1,5,3,36,11,1,1
2948.5721893558334,3,21.11271123761725,0,6,3,32,6,0,1
3532.4777805425106,4,3.9149920219020657,3,1,2,98,13,4,1
4887.835066219532,0,5.948476636778295,1,1,3,80,3,1,1
3975.135311447812,0,10.466852021904508,1,3,1,100,6,4,1
3685.83,4,16.0,2,3,4,39,10,3,0
363.62,2,7.0,1,7,4,100,3,1,0
2356.31,3,13.0,2,0,1,59,10,4,0
225.98438536601765,3,15.15328352450244,2,1,2,87,5,0,1
1197.0,2,10.0,1,7,2,40,2,4,0
3704.766354213944,0,14.87210894363222,3,0,3,116,8,0,1
1763.81,3,15.0,2,5,3,24,12,2,0
1370.4562935696365,1,12.657817087749635,1,3,1,10,5,0,1
256.11,2,7.0,0,3,1,9,6,4,0
2201.18,1,15.0,0,0,3,110,9,3,0
31.992150406558245,3,17.24054501515654,1,2,3,7,12,2,1
3850.4145828998003,2,9.691657996004812,1,2,1,21,8,4,1
2003.317842450032,1,11.610382518116765,1,2,0,50,3,1,1
4867.16,0,14.0,0,3,3,76,4,1,0
3125.93,4,2.0,1,1,0,89,8,1,0
3281.5485404757496,1,1.4911878953834212,1,4,0,25,2,2,1
1017.4756026503965,2,3.3250214924338244,0,6,1,2,4,2,1
2327.4276186425272,2,15.816692251551993,3,2,4,13,10,4,1
4083.8127180557176,2,9.567190671877775,1,3,2,63,3,3,1
3122.5804536501255,2,4.211500386046145,0,2,1,94,1,3,1
4979.383977610718,1,5.8188111339612645,1,1,1,85,2,2,1
4581.740227775752,1,18.321689291214295,0,2,1,46,10,3,1
4885.36,2,21.0,2,0,0,20,7,0,0
4433.32,4,16.0,1,5,3,113,5,1,0
84.74,0,0.0,1,6,4,54,5,1,0
4963.95,1,0.0,1,0,3,96,3,0,0
1771.0336368439428,0,2.417282317651533,3,1,1,12,11,2,1
4483.692642218562,1,7.0342325349277965,2,6,2,60,8,1,1
343.29,3,23.0,1,5,2,35,6,3,0
4156.11481109671,0,17.17762944667265,0,6,0,90,6,0,1
4287.8,1,2.0,0,4,3,54,3,1,0
891.07,0,5.0,2,0,0,31,12,4,0
3718.4,0,12.0,0,1,4,116,8,4,0
3079.06,0,23.0,1,3,2,66,14,0,0
3851.47,0,13.0,2,4,3,117,9,4,0
1783.59,4,7.0,1,1,4,106,10,0,0
4469.5210647024705,1,17.842066237109073,0,1,0,41,11,3,1
3737.794898211722,2,15.137556509321374,2,1,1,41,9,1,1
2009.260464172496,2,14.419604393815105,1,1,1,32,3,2,1
3635.01,4,11.0,0,7,2,23,11,4,1
444.28,4,15.0,1,0,0,10,12,0,0
2259.81,2,6.0,1,5,2,10,1,1,0
1751.4502659744783,1,1.98587736970153,1,3,2,18,10,1,1
4545.54,1,22.0,2,3,4,33,7,1,0
1343.770161389342,2,7.7046051898053545,0,6,2,95,9,1,1
246.47,0,21.0,2,5,4,67,13,3,0
2948.1768385088767,3,18.889855069989583,0,6,3,31,6,1,1
2617.66,0,1.0,1,4,0,17,10,3,0
3519.4094572605336,2,5.381144380227175,0,3,3,84,7,1,1
3458.55,2,8.0,1,6,2,113,9,1,0
820.7309504862337,1,17.024060452108827,1,0,0,67,4,0,1
246.78,1,20.0,4,4,0,108,5,4,0
4376.772205980397,1,4.0,0,6,1,67,7,2,1
4251.370415693787,2,2.4439281549892704,2,3,1,54,3,3,1
2134.9538225609235,3,20.245362871071144,2,4,1,46,8,0,1
4375.11,4,4.0,2,4,1,17,11,1,1
1407.61,0,13.0,1,6,2,43,11,3,0
2808.92,4,0.0,0,2,4,97,13,3,0
4423.702856652025,2,11.22609292199248,2,2,1,23,4,4,1
2889.33,2,14.0,0,4,4,83,11,3,0
4975.43,2,11.0,0,1,0,93,9,0,0
3411.0684798221196,1,4.898579664441028,0,3,2,4,8,2,1
1055.9481649550887,1,18.346448438174804,1,6,3,97,3,1,1
3093.5753481692122,0,6.0,0,3,3,32,6,0,1
4859.050834209205,0,22.743793394463342,1,1,3,80,9,0,1
385.5695509673078,1,12.31223960733054,1,3,2,65,9,0,1
4383.018872668081,0,19.259963800769274,2,6,0,9,10,0,1
4425.556450245221,2,12.26382772392143,2,2,1,24,3,3,1
509.57914898849594,0,17.877641868108995,1,2,2,86,7,0,1
49997.8,1,1.521050688422064,1,4,1,46,1,3,1
4925.6,4,15.0,0,3,3,75,6,4,0
1853.7349347059073,0,14.224622714718555,0,4,3,46,7,0,1
1882.6478713808535,2,13.940526169236122,1,2,0,24,6,0,1
3854.402026460062,2,21.288376826486974,1,2,2,12,1,3,1
3954.13,1,22.0,0,3,0,76,13,4,0
2479.2378157769276,1,16.988789789448273,1,3,2,52,2,0,1
3249.231595569,3,22.800386650629623,2,2,0,17,3,3,1
3641.41,2,3.0,0,0,2,55,13,1,0
3168.35,2,16.0,1,7,3,95,5,0,1
3731.033271731252,3,23.0,1,6,0,31,11,2,1
3441.47,1,6.0,1,0,2,78,3,0,0
4145.45,3,6.0,0,1,2,14,7,1,0
3480.006251381644,3,0.19485952787349115,0,4,0,113,1,1,1
4535.51,2,15.0,2,2,0,108,3,0,0
2210.7,0,12.0,1,0,1,53,11,4,0
